category,model,image_AUROC,pixel_AUROC,F1_Score,train_time_sec,inference_time_sec,inference_fps,peak_gpu_memory_mb,peak_cpu_memory_mb,num_test_images
leather,draem,0.5740489363670349,0.8386869430541992,0.8625592589378357,195.58975511044264,14.048529484309256,8.826546588986064,3690.37890625,3657.29296875,124
leather,efficientad,0.9269701242446899,0.96006840467453,0.9171270728111267,125.20621950738132,11.625415024347603,10.666285869390599,1202.08056640625,3320.890625,124
metal_nut,patchcore,0.9970674514770508,0.9869720935821533,0.9837837815284729,43.068473354913294,10.148742632009089,11.331452985839892,3439.33349609375,3320.734375,115
metal_nut,fastflow,0.871456503868103,0.8648684024810791,0.9214659929275513,8.140163243748248,9.005404734052718,12.770108995228508,2786.25146484375,3321.09375,115
metal_nut,dinomaly,1.0,0.9227953553199768,0.9945945739746094,46.21946186479181,13.911250663921237,8.266690233556927,3355.57080078125,3841.51171875,115
metal_nut,vlmad,,,0.7361963391304016,0.008404667489230633,107.57656712643802,1.069006039808251,144.00439453125,3315.625,115
metal_nut,winclip,0.9652981758117676,0.5247288942337036,0.021276595070958138,4.774117914959788,21.622508119791746,5.318531937316604,2053.1630859375,3380.55078125,115
metal_nut,draem,0.6304985880851746,0.820854902267456,0.8888888955116272,180.95768133737147,11.747445747256279,9.789362085529042,3690.37890625,3659.265625,115
metal_nut,efficientad,0.944770336151123,0.919202446937561,0.9444444179534912,104.8213194347918,9.402379836887121,12.230945993995649,1202.603515625,3261.0625,115
pill,patchcore,0.9465357661247253,0.9812533855438232,0.9534050226211548,65.66873397678137,16.771375722251832,9.957441939508199,4095.24267578125,3260.62890625,167
pill,fastflow,0.7269504070281982,0.9277225732803345,0.9155844449996948,10.868947394192219,14.890929023735225,11.214881202765271,2786.25146484375,3260.87109375,167
pill,dinomaly,0.9773594737052917,0.9405967593193054,0.9679715037345886,54.24086616653949,21.734536262229085,7.683623795103349,3355.57080078125,3839.1484375,167
pill,vlmad,,,0.6724137663841248,0.008910009637475014,163.10974250826985,1.0238505525905843,183.77001953125,3260.38671875,167
pill,winclip,0.7948718070983887,0.8359426259994507,0.2484472095966339,4.745307204313576,32.4528228007257,5.145931404040009,2052.6005859375,3380.81640625,167
pill,draem,0.6001090407371521,0.919620931148529,0.9155844449996948,210.45731830503792,19.546238613314927,8.543843309384311,3690.37890625,3665.15234375,167
pill,efficientad,0.8079650402069092,0.8667919635772705,0.9144737124443054,131.9856306295842,15.394659587182105,10.847917685627,1216.3515625,3334.875,167
screw,patchcore,0.9598278999328613,0.9888149499893188,0.942148745059967,89.20515460520983,13.596523687243462,11.767713842187124,4838.37255859375,3261.19140625,160
screw,fastflow,0.7558925747871399,0.8991484642028809,0.8721804618835449,12.567793540656567,11.415350710973144,14.016214135777544,2786.25146484375,3261.11328125,160
screw,dinomaly,0.7087517380714417,0.9821093082427979,0.8561151027679443,59.89907891955227,16.700319194234908,9.580655204197138,3355.57080078125,3839.9453125,160
screw,vlmad,,,0.6315789222717285,0.008470570668578148,143.94237988535315,1.111555888734342,288.00439453125,3260.71875,160
screw,winclip,0.7628612518310547,0.930493175983429,0.0,4.83024210575968,27.879638221114874,5.738955388553883,2052.6005859375,3381.1875,160
screw,draem,0.8661611080169678,0.8797563314437866,0.8925619721412659,236.15436739847064,15.376252305693924,10.405656516233867,3690.4375,3662.37890625,160
screw,efficientad,0.5850584506988525,0.9491302967071533,0.8561151027679443,151.70548109989613,12.169223655946553,13.147921718228524,1216.3515625,3310.87890625,160
tile,patchcore,1.0,0.9553577303886414,0.9940119981765747,51.198723745532334,10.266573015600443,11.396207850683389,3577.33740234375,3310.6953125,117
tile,fastflow,0.9404761791229248,0.8526796102523804,0.913294792175293,9.573932102881372,8.946600337512791,13.077593229399438,2786.25146484375,3310.90625,117
tile,dinomaly,0.9992784857749939,0.9729182124137878,0.9879518151283264,48.46277204155922,13.835450103506446,8.456537309931653,3355.57080078125,3839.1953125,117
tile,vlmad,,,0.6709677577018738,0.008485996164381504,119.01832539122552,0.983041893888264,200.77099609375,3260.89453125,117
tile,winclip,0.9996392130851746,0.783594012260437,0.7555555701255798,4.785193027928472,21.997302665375173,5.318833939770429,2053.1630859375,3381.19140625,117
tile,draem,0.9229798316955566,0.8395710587501526,0.9112426042556763,189.19278874620795,11.529795472510159,10.147621462926772,3690.4375,3662.80859375,117
tile,efficientad,0.9646465182304382,0.8292516469955444,0.9404761791229248,116.28114528488368,9.600032295100391,12.187459000498757,1202.08056640625,3308.94140625,117
toothbrush,patchcore,0.9111111760139465,0.9887642860412598,0.9523809552192688,5.98313473071903,4.95982822123915,8.468035207377977,1197.52099609375,3308.69921875,42
toothbrush,fastflow,0.838888943195343,0.9315494894981384,0.8387096524238586,7.0579013442620635,4.607284042052925,9.115999711900884,2786.189453125,3308.515625,42
toothbrush,dinomaly,0.9500000476837158,0.9710651636123657,0.9152542352676392,29.27840082719922,6.21380231808871,6.759146469422717,3355.57080078125,3839.3828125,42
toothbrush,vlmad,,,0.7368420958518982,0.008457549847662449,42.045205240137875,0.9989248419675992,288.00439453125,3261.34375,42
toothbrush,winclip,0.8777778148651123,0.8180532455444336,0.0,4.756280425004661,10.014540504664183,4.19390185505155,2052.6005859375,3381.953125,42
toothbrush,draem,0.5833332538604736,0.8349630832672119,0.8169013857841492,89.33734319824725,5.652219137176871,7.430709776227439,3690.4375,3662.69140625,42
toothbrush,efficientad,0.5888888835906982,0.8566654920578003,0.8235294222831726,44.54145932663232,4.869920208118856,8.62437128435492,1202.08056640625,3262.015625,42
transistor,patchcore,0.9945833086967468,0.9724524617195129,0.9629629850387573,38.291085318662226,11.59672444500029,8.623124613701856,3342.3310546875,1994.63671875,100
transistor,fastflow,0.6608333587646484,0.6660181879997253,0.6197183132171631,11.575628839433193,10.709583912044764,9.337430923673221,2786.25146484375,3265.87890625,100
transistor,dinomaly,0.9350000619888306,0.7948062419891357,0.8837209343910217,46.556104260496795,14.78455528151244,6.763815217698597,3355.57080078125,3843.56640625,100
transistor,vlmad,,,0.5106382966041565,0.008345608599483967,109.63061956968158,0.9121539255412094,288.00439453125,3265.578125,100
transistor,winclip,0.8258333206176758,0.746518075466156,0.4528301954269409,4.786284814588726,21.870736315846443,4.572319768106984,2052.6005859375,3386.015625,100
transistor,draem,0.6037499904632568,0.6563695669174194,0.5686274766921997,176.23250217176974,13.351900122128427,7.4895707041927,3690.4375,3671.18359375,100
transistor,efficientad,0.6754166483879089,0.847934365272522,0.5759999752044678,119.79967233445495,11.128077139146626,8.986278469279974,1202.08056640625,3307.80078125,100
wood,patchcore,0.9885965585708618,0.931334912776947,0.9586777091026306,55.75222866889089,9.548161963932216,8.273843730177516,3816.03955078125,3307.3359375,79
wood,fastflow,0.9745613932609558,0.939799964427948,0.9473684430122375,11.887434341013432,8.447753717191517,9.351598382802264,2786.25146484375,3307.75390625,79
wood,dinomaly,0.9964911937713623,0.9726582765579224,0.9752066135406494,49.56580740958452,11.923939575441182,6.6253270993347035,3355.57080078125,3849.03515625,79
wood,vlmad,,,0.692307710647583,0.008578663691878319,78.2031625919044,1.0101893245961653,288.00439453125,3266.640625,79
wood,winclip,0.9710525870323181,0.8585851788520813,0.30985915660858154,4.77018422819674,17.650901755318046,4.475692012517041,2052.6005859375,3387.2578125,79
wood,draem,0.925438642501831,0.7903857827186584,0.924369752407074,194.07695432659239,10.46302582602948,7.550397113946436,3690.37890625,3671.6015625,79
wood,efficientad,0.9578947424888611,0.812958836555481,0.9440000057220459,129.6463280664757,9.03202759474516,8.746651753584352,1202.08056640625,3267.671875,79
zipper,patchcore,0.9787289500236511,0.9816378951072693,0.9790794849395752,54.37417727801949,11.843761309050024,12.74932819564831,3718.34130859375,3267.4140625,151
zipper,fastflow,0.7779674530029297,0.9219056367874146,0.8992248177528381,11.048294264823198,10.250423977151513,14.73109798546707,2786.25146484375,3267.7109375,151
zipper,dinomaly,0.982405424118042,0.980543851852417,0.9792531132698059,54.14251036476344,16.46517917420715,9.170868922977943,3355.57080078125,3849.83984375,151
zipper,vlmad,,,0.49425286054611206,0.008539208211004734,134.4639994557947,1.1229771582812509,288.00439453125,3266.98046875,151
zipper,winclip,0.9529937505722046,0.795830249786377,0.03305784985423088,4.790147267282009,26.25669956021011,5.750913196601,2052.6005859375,3415.58203125,151
zipper,draem,0.838760495185852,0.8938617706298828,0.913385808467865,207.67865491565317,13.573074733838439,11.124966373576983,3690.0859375,3673.16015625,151
zipper,efficientad,0.8658088445663452,0.9237105846405029,0.9159663915634155,118.25185903534293,10.922484391368926,13.824693594373269,1211.3505859375,3346.92578125,151
AVERAGE,ALL,0.8649013511250528,0.8921710112121668,0.7850602423915496,62.33287422663461,28.50061600934714,7.86898986958809,2433.5882709209736,3394.5116060697114,

